"","Status","Finished","ResponseId","性别","语言","学习阶段","年级","年级.1","询问","number_failed","trialType","textInput"
"95","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"photographer.male","他"
"96","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"photographer.female",""
"97","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"photographer.neutral",""
"98","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"athlete.male",""
"99","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"athlete.female","她"
"100","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"athlete.neutral",""
"101","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.1","幸福"
"102","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.2","排队"
"103","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.3","认同"
"104","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.4","时间"
"105","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.5","所有"
"106","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.6","这"
"107","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.7","有"
"108","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.8","香味"
"109","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.9","大约"
"110","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.10","天气"
"111","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.11","三"
"112","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.12","着"
"113","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.13","写生"
"114","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.14","光"
"115","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.15","许多"
"116","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.16","梅花"
"117","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.17","水果"
"118","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.18","也"
"119","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.19","七"
"120","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.20","北"
"121","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.21","少年"
"122","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.22","红"
"123","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.23","似"
"124","IPAddress","True","R21zYNnUgDjDBsPE","女","中文英语","小学阶段","小学四年级","","拼音",1,"filler.24","儿童"
"125","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"practice.trial.1","花园"
"126","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"practice.trial.2","有"
"127","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"lawyer.male",""
"128","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"lawyer.female","她"
"129","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"lawyer.neutral",""
"130","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"doctor.male","它"
"131","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"doctor.female",""
"132","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"doctor.neutral",""
"133","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"student.male",""
"134","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"student.female",""
"135","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"student.neutral","他"
"136","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"model.male","他"
"137","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"model.female",""
"138","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"model.neutral",""
"139","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"singer.male",""
"140","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"singer.female","她"
"141","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"singer.neutral",""
"142","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"phd.male",""
"143","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"phd.female",""
"144","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"phd.neutral","他"
"145","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"baker.male",""
"146","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"baker.female","她"
"147","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"baker.neutral",""
"148","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"salesman.male",""
"149","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"salesman.female",""
"150","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"salesman.neutral","她"
"151","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"nurse.male",""
"152","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"nurse.female","她"
"153","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"nurse.neutral",""
"154","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"wireman.male","他"
"155","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"wireman.female",""
"156","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"wireman.neutral",""
"157","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"photographer.male",""
"158","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"photographer.female","她"
"159","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"photographer.neutral",""
"160","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"athlete.male","他"
"161","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"athlete.female",""
"162","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"athlete.neutral",""
"163","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.1","幸福"
"164","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.2","排队"
"165","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.3","认同"
"166","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.4","时间"
"167","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.5","所有"
"168","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.6","这"
"169","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.7","有"
"170","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.8","鲜味"
"171","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.9","大约"
"172","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.10","天气"
"173","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.11","三"
"174","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.12","着"
"175","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.13","写生"
"176","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.14","光"
"177","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.15","许多"
"178","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.16","梅花"
"179","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.17","水果"
"180","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.18","也"
"181","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.19","七"
"182","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.20","北"
"183","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.21","少年"
"184","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.22","红"
"185","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.23","似"
"186","IPAddress","True","R24OAqCLnJU2pe9s","女","中文","小学阶段","小学四年级","","不太清楚",2,"filler.24","儿童"
"187","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"practice.trial.1","花园"
"188","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"practice.trial.2","有"
"189","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"lawyer.male",""
"190","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"lawyer.female",""
"191","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"lawyer.neutral","他"
"192","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"doctor.male",""
"193","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"doctor.female","她"
"194","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"doctor.neutral",""
"195","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"student.male","他"
"196","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"student.female",""
"197","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"student.neutral",""
"198","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"model.male",""
"199","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"model.female","她"
"200","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"model.neutral",""
"201","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"singer.male",""
"202","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"singer.female",""
"203","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"singer.neutral","她"
"204","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"phd.male","他"
"205","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"phd.female",""
"206","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"phd.neutral",""
"207","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"baker.male","他"
"208","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"baker.female",""
"209","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"baker.neutral",""
"210","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"salesman.male",""
"211","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"salesman.female","她"
"212","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"salesman.neutral",""
"213","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"nurse.male","他"
"214","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"nurse.female",""
"215","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"nurse.neutral",""
"216","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"wireman.male",""
"217","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"wireman.female",""
"218","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"wireman.neutral","他"
"219","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"photographer.male",""
"220","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"photographer.female",""
"221","IPAddress","True","R2WSWe1IQLMs5GAZ","男","中文","小学阶段","小学三年级","","中文文字",0,"photographer.neutral","他"
